,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Label
1187,4736,3B9XR6P1WDUKWFJIU6Y4FN4V04CBJW,2.0,3.0,4.8,7,38,57.1428571429,1.2857142857100001,71.4285714286,"So, how to rectify this sad situation?",1
1188,4740,3K8CQCU3KD08388E4VMSV8YXJPYNWR,3.2,3.0,4.2,10,52,40.0,5.2,60.0,So I didn't really think that there was another way.,1
1189,4741,3SD15I2WD1T35P0YVUP9O01EQ6F63U,3.8,5.2,4.0,26,159,53.8461538462,4.73076923077,73.0769230769,"So if I were a politician, I'd focus on providing real improvements in peoples' lives, rather than seeking deficit reductions the public won't even hear about.",1
1190,4747,35YHTYFL1F2J0RVSGXYJ116AAPAVFI,3.6,4.8,3.2,15,99,73.3333333333,1.46666666667,66.6666666667,"So, instead, enjoy this explanation of the pigeon experiment and its practical value, courtesy PBS:",1
1191,4748,3R15W654VCSDVB97G977QRCMQTHQLO,4.4,5.8,3.4,38,220,64.4736842105,5.684210526319999,63.1578947368,"So in the Senate, they went back to the drawing board, wrote the Baucus version, and tried to pretend that splitting off a proposed 10-year, $247 billion Medicare doctors' fee ""fix"" would not count in health care reform.",1
1192,4750,3H5TOKO3D8IONLJ2V8USY5TK46B64F,2.2,2.6,5.0,9,45,16.6666666667,3.22222222222,88.8888888889,"So, I really don't want to say anything else.",1
1193,4753,375VMB7D4IIHG1XWQK4AYCDVQAYDIS,3.8,4.6,5.2,25,142,72.0,5.68,64.0,"So it went pretty much how many of O'Reilly's frequent appearances on The View go - good-natured fun, some awkward moments and an honest chat.",1
1194,4756,3NQUW096N5773CSLZ7WL4WMXGTDL9X,3.2,2.2,4.8,6,25,33.3333333333,3.66666666667,66.6666666667,"So ""man up"", so to speak.",1
1195,4762,31MBOZ6PANQ91AZOBR6C6MN5MEGLCE,3.2,2.4,3.2,3,19,100.0,3.33333333333,66.6666666667,Some choice quotes:,1
1196,4765,36MUZ9VAE5150WVAU1EJDXF3YHSEDL,5.4,5.4,3.2,16,103,68.75,4.75,62.5,"Some couldn't muster even that, struggling with the gentle but insidious side-to-side roll of the ship.",1
1197,4775,30QQTY5GMJJ68JRMTOQ2HNRAYUI7U1,4.6,5.8,5.2,32,194,57.8125,5.1875,78.125,"Some media outlets even went so far as to put ""body language experts"" on the air, telling disappointed Clinton backers that when Hillary Clinton endorsed Barack Obama, she didn't really mean it.",1
1198,4781,3OLZC0DJ8IE3AIXIH5444YJ2QH2IVW,4.6,5.6,4.6,31,195,83.87096774189999,3.70967741935,58.064516129,"Some of the Republican Party's biggest names - including Sarah Palin - handed their support to not the moderate, pro-abortion rights Republican in the race, but to a Conservative Party candidate.",1
1199,4782,37OPIVELUT2JMZJ00SVN8Z4A5UMAHU,2.0,3.4,5.8,19,92,36.842105263200004,6.05263157895,52.631578947399994,"Some of the stuff I got, kept in, would either really hurt her or really get her in trouble.",1
1200,4789,3909MD9T2YG2YG96L7991XIOAU8EFW,5.0,6.0,3.4,33,185,86.36363636360001,4.72727272727,60.606060606099994,"Some people believe that Augmented Reality (AR), the class of technologies that place images or data on top of other views of the physical world, could be the web browser of the future.",1
1201,4794,3TZDZ3Y0JR5UD5OH6XE2KHDJIN991G,5.4,5.8,4.0,34,206,83.82352941180001,4.17647058824,58.8235294118,Some studies conclude that lupus nephritis is of little consequence while others report that the condition can increase the risk of kidney failure and the risk of death in recipients of a kidney transplant.,1
1202,4797,3VGET1QSZZYJ0NGROO53ZBC7JAT7W0,3.0,2.6,4.0,10,59,60.0,5.6,60.0,"Sometime last spring, I decided to do something about this.",1
1203,4804,3M47JKRKCW0P6M647BK5FH9P6S768M,3.6,5.4,3.2,14,84,67.8571428571,7.285714285710001,71.4285714286,Sony Computer Entertainment caps the number of trophies and points a game can award.,1
1204,4805,3OWZNK3RYKOZMIUGNC97LWA2NEW2UG,2.4,2.6,5.0,27,150,46.2962962963,3.6296296296300006,55.5555555556,"So one has to wonder what the executors of his carefully guarded estate are planning for the future, because we all know this movie isn't really ""it.""",1
1205,4808,324N5FAHSWAUGDN6H8PGHEYFILRVKK,2.8,4.0,4.0,16,85,71.875,7.125,56.25,"Sorry, but that's the only way to get Flickr and Consumerist to play with each other.",1
1206,4816,3NCN4N1H1FGGF5A394QW8ULC9OHBN0,3.0,4.6,1.6,7,42,64.2857142857,0.8571428571430001,71.4285714286,"(Sorry, Jermaine, you're not on the list.)",1
1207,4819,32PT7WK7DLE2QYFD5HXNU6B67S23DJ,3.0,5.8,4.0,30,173,61.6666666667,5.4,60.0,"So she commissions New York company Deep Green Living to help her reduce her environmental impact (Kimora hired one of these companies, too - maybe the same one, who knows).",1
1208,4821,3S4TINXCCZMYXQAFAJQ9NJLHZYMBOF,2.2,4.2,4.2,9,43,66.6666666667,5.666666666669999,55.5555555556,"So the dots are pretty easy to connect, no?",1
1209,4823,3KL228NDMULBYGXBSDQUHDV5V63GKG,3.8,3.8,5.6,17,102,52.941176470600006,4.05882352941,52.941176470600006,"""So the one million dollar deal automatically became a 10 million dollar deal,"" Jones explained to me.",1
1210,4824,311HQEI8RRFNUILWZBPAYF6P0CX7ZQ,2.6,3.6,4.0,12,65,50.0,5.25,41.6666666667,"""So there are possibilities here and we ought to work with that.""",1
1211,4825,3B286OTISDGFD5EQOSY8KCKPIMQAJZ,3.4,6.2,3.8,11,75,90.9090909091,2.3636363636400004,72.72727272729999,"So the RNC today endorsed the Conservative Party's candidate, Doug Hoffman.",1
1212,4827,3SNR5F7R91SM87BWMFFU4UVGQM0EIN,1.6,2.4,4.0,3,16,16.6666666667,11.0,66.6666666667,Sound off below.,1
1213,4828,3P7RGTLO6DCAOPK86DYKLRK2XBQAKY,2.6,1.6,4.8,2,16,100.0,7.5,100.0,Sounds intrepid.,1
1214,4833,3GKAWYFRAOS9XNK03FUU79E7COTDP4,3.6,4.2,3.6,15,80,50.0,5.666666666669999,60.0,Sources told me Jackson very much wanted his children to see him in that milieu.,1
1215,4844,3IJ95K7NDWBC6MIEPQIA95C9P18GNL,2.4,3.6,4.8,11,69,54.5454545455,10.2727272727,90.9090909091,So when did employment contracts for top executives get so extensive?,1
1216,4846,3LAZVA75NHQ49DAJRQXYMQID5S8O2P,2.6,1.6,3.8,12,75,66.6666666667,2.5,75.0,"So, who will join the illustrious ranks of Gizmodo's Essential iPhone apps?",1
1217,4847,302U8RURJY0VOJ89ELHW96FJCGWVNP,1.6,3.2,4.4,19,104,47.368421052600006,5.73684210526,73.6842105263,"So why not ""stop Europe being treated a party political football"", and just leave the whole issue to me?",1
1218,4850,35U0MRQMUI6D648LF0H9OVFO2Q1VO4,3.2,5.4,4.2,26,139,57.6923076923,3.5,57.6923076923,"So you can imagine my surprise -- no sheer delight -- when I recently came across the 10K filed by Costco (COST), the giant warehouse club.",1
1219,4851,30Y6N4AHYOVU900FG7YJC4EMD6HDRW,3.2,5.8,4.2,32,208,85.9375,2.78125,75.0,"So you'll like this contest from SMITH Magazine, creators of the Six-Word Memoir project, and Significant Objects, a weird, wonderful new project from Joshua Glenn and NYT Mag's Consumed columnist Rob Walker.",1
1220,4855,3X0EMNLXEOOVR4KMU0UODVKECVXVPL,1.6,3.0,5.8,20,102,67.5,4.45,55.0,"Speaking of, I doubt those heels belong to Wonky because they look kind of small for her big ass feet.",1
1221,4857,3FI30CQHVJI88K4BAN4F6JZQEYS6BL,4.0,4.8,3.4,8,55,62.5,12.625,75.0,"Speaking to supporters, Scozzafava broke down in tears.",1
1222,4865,3S1WOPCJFFSI3IV24X0UGVAG31PEJZ,4.0,4.8,4.6,22,130,68.1818181818,4.86363636364,63.636363636400006,"Splayed on a paramedic's stretcher, Jackson's eyes were closed, his face looked waxen, and there was a bulky cuff around his neck.",1
1223,4867,3R0WOCG21L8MPSSWK1TOHF16K5LDU0,3.2,5.0,3.0,12,76,87.5,2.33333333333,50.0,"Squareball: If Pong grew into a platformer, or Breakout into a sidescroller.",1
1224,4870,3BS6ERDL9261NH2VOJVL19NQHJ46DS,5.0,5.0,3.6,39,247,80.7692307692,4.66666666667,61.5384615385,"SRP gets $56.9M boost from feds for customer 'smart meters': Salt River Project will receive a $56.9 million grant from the federal Recovery Act to speed up the installation of ""smart meters"" for customers, the Energy Department announced Tuesday.",1
1225,4873,3W9XHF7WGJUF3LJHCDP1GWAUL0BTK2,3.0,5.2,3.8,16,103,68.75,4.3125,81.25,Stacy McCain has the scoop: Just confirmed that Republican candidate Dede Scozzafava has quit the race.,1
1226,4875,3ECKRY5B1PVKJ22SI2T7P4WYES8IZW,4.8,5.2,5.2,36,242,59.7222222222,6.61111111111,69.44444444439999,"Stallone said the superstar-summit scene takes place in a church, where Willis' nasty antagonist has summoned Stallone's macho mercenary to finally meet him face-to-face, take measure of him, and possibly hire him for a death-defying mission.",1
1227,4876,366FYU4PTFODE21KMI06HAATIQPEKY,3.4,5.0,3.8,27,144,81.4814814815,5.7037037037000005,51.851851851899994,"Stallone says that big scene with Willis, Schwarzenegger, and himself would amount to more than a cameo or a stunt in the final cut of the film.",1
1228,4881,31SIZS5W58EOY94KLT43C3LLWL6QRE,4.6,4.8,4.0,44,244,70.45454545449999,5.6136363636399995,59.0909090909,"Start-up studies: A pop quiz - ""There's a classroom exercise that's a part of the Stanford technology venture program hits its students with each year: If you had five dollars and two hours, what would you do to make as much money as possible?""",1
1229,4898,3M67TQBQQGNQ7T1H2G7VVI6MMHF9A4,4.8,5.2,5.4,20,114,65.0,4.2,60.0,"Still, if Hoffman can win on Tuesday, it will be viewed as a watershed movement in the resurgence of conservatism.",1
1230,4902,3D17ECOUODU8Y3Z1PODST4AXIVZ13R,4.4,6.4,3.4,53,326,57.5471698113,3.54716981132,67.9245283019,"Still, that's not to say it doesn't work, and we're particularly enjoying the unified inbox - which, despite the billing, still keeps Gmail separate from everything else - and the pop-up menu tapping on a contact's name brings, offering the various ways you can communicate with them (email, call, SMS, Facebook message, etc).",1
1231,4903,3ZZAYRN1I5QYTC4WA5HUNDR355LTOM,4.8,4.6,4.8,33,209,62.121212121199996,4.45454545455,57.5757575758,"Still, the overwhelming majority of publicly traded companies do offer them, and we're guessing that's because an overwhelming number of top execs (and their lawyers) ask for them as a condition of employment.",1
1232,4906,3421H3BM99G18M4LWMK8OH95C499JK,3.2,3.0,6.0,7,49,42.8571428571,10.714285714299999,71.4285714286,"Stop whining, feminists, it plays to stereotypes.",1
1233,4909,3ZTE0JGGCDRH7V2LOJM4Y3RZHJLOCY,3.2,5.0,5.2,5,33,60.0,4.6,80.0,Studnitz has disputed the claims.,1
1234,4910,3BJKPTD2QBB1QPWC2XYYH8W8GS5TRV,5.2,6.0,3.0,28,187,80.3571428571,4.6071428571399995,64.2857142857,"Studnitz has since learned that an unspecified error in the FBI's National Criminal Information Center database was the cause for the SSA's initial determination that she was ""unsuitable.",1
1235,4911,3QI9WAYOGPA7P6LDL9QAW89QIME6SM,4.2,4.2,4.8,6,38,50.0,6.166666666669999,83.3333333333,Studnitz is now considering a lawsuit.,1
1236,4912,37SDSEDIN81UZ057158OKLI8YHR18J,4.8,5.6,5.0,41,225,64.6341463415,6.292682926830001,58.5365853659,"Studnitz maintained that she had no criminal history and, indeed, the only court record the Baltimore Sun was able to uncover on her was a civil case related to a $11,676 judgment that a nursing home had been awarded in 2005.",1
1237,4913,3OND0WXMHVEMCC0CGXX94IU1Q9LHEX,4.8,5.4,4.0,14,87,75.0,4.3571428571399995,64.2857142857,Studnitz told the paper this actually involved a suit against her late father's estate.,1
1238,4914,3EGKVCRQFVRAR4EHG6Z7PAJJD8KYBC,3.8,5.4,2.0,32,242,93.75,1.0,90.625,"Study co-authors include Baudouin LeClercq (private practice) and Adela. Mattiazzi, Giselle Guerra, Hua Li, Leonardo Tamariz, Cristiane Carvalho, Warren Kupin, Isabel Jaraba, Decio Carvalho, Marco Ladino, and David Roth (University of Miami).",1
1239,4915,3JHB4BPSFJ8IU98YRC4HLILRQZ19QB,5.2,5.8,2.2,34,193,76.4705882353,5.94117647059,52.941176470600006,"Stung by a rising tide of resistance and a closing window of opportunity, House Democrats have unleashed a new version of ObamaCare, weighing in at 1,990 pages and with a $1 trillion price tag.",1
1240,4916,3MDKGGG61PM846YSA9V06D5CK5S6TB,4.0,2.8,2.0,4,24,100.0,1.5,50.0,Subscribe to the podcast,1
1241,4917,3HO4MYYR11NN4JDHAELAB9RE3JZ6U2,2.8,1.6,3.4,4,26,100.0,2.0,75.0,Subscribe to Weekly Wrapup,1
1242,4920,3XD2A6FGFMTU7PNBJGTMGI0S8NM9S0,4.2,5.8,2.6,18,90,69.44444444439999,4.0,55.5555555556,"Suffice it to say that I'm renting a house in Wellesley, MA with a couple of room mates...",1
1243,4924,3XEDXEGFX2NENCMQEB1RWL8POPFK0I,3.8,4.8,4.6,55,306,57.2727272727,4.563636363640001,67.27272727270001,"Sure, Levi's claiming principles as the obstacle we're facing to knowing everything he's got on the Palin family, but this 19 year-old kid from the sticks is either as innocent as he's assumed to be, or is far, far savvier than anyone could ever imagine (or at least savvy enough to listen to good advice).",1
1244,4925,36JW4WBR05JEIQ08B8HFM0F12A0HFF,2.2,2.4,3.6,11,76,50.0,1.9090909090900001,72.72727272729999,Surely that can't include hard-pAArtying and shacking up with Brandon Davis?,1
1245,4926,3L55D8AUF9WT196NU6V20UP1VTKYCJ,2.4,1.6,4.6,3,16,0.0,0.33333333333299997,66.6666666667,Surely you jest.,1
1246,4941,3DA79LNS58U97NBAR7X2ZATSAEQ3T2,3.6,3.4,2.2,6,41,66.6666666667,6.333333333330001,50.0,Talk about enduring through all eternity.,1
1247,4950,3IKMEYR0LVULJMP4TY55F914LNZK22,4.6,4.0,3.6,8,46,50.0,5.75,75.0,Taxpayers will be forced to pay for abortions.,1
1248,4955,306996CF6VJD1Y3E4HSYBN896NC1BI,3.4,4.4,3.4,11,54,22.7272727273,6.27272727273,72.72727272729999,Teaching is damned hard - ask anyone who does it well.,1
1249,4957,3RSBJ6YZEBPOA7MVFLC569C2EWDOF9,2.6,5.0,3.6,5,32,30.0,2.6,120.0,Tech heavies aren't just buying.,1
1250,4958,3B6F54KMR1BCIKKGF3ET1CI9AB21SN,3.4,4.2,3.2,19,98,68.42105263159999,5.94736842105,68.42105263159999,"Tech startups are seeing a wave of M&A activity, and the cream of the crop will be acquired first.",1
1251,4959,3VDI8GSXAESR3FVAJOTRR8ME0698GP,2.8,3.4,5.4,19,109,60.526315789499996,3.0,68.42105263159999,Tell us how the Scozzafava episode demonstrates that the GOP is hostile to women not named Palin or Bachmann.,1
1252,4960,329E6HTMSV1A44LNXYJAYJ6WR1ZK3D,2.0,3.0,4.0,5,24,60.0,4.0,40.0,Tell us in the comments.,1
1253,5012,3T8DUCXY0M5VMP0Q8GYCQNWEA609TP,2.4,3.0,3.8,7,34,85.7142857143,0.428571428571,71.4285714286,"[Thanks, JS and Rom for the image]",1
1254,5026,3W0KKJIARQ8W51RT9FE6P0E77NRK85,3.2,5.0,3.0,29,162,79.3103448276,4.51724137931,65.5172413793,"Thanks to Pete Sessions NOT Doug Hoffman, there is new inspiration for a third party movement to challenge the GOP - a movement that will only help the Democrats.",1
1255,5045,3MZ3TAMYTKMBHBG18LZU31UZ5BPRIC,4.0,1.6,3.6,4,23,50.0,0.5,75.0,"Thank you, Sarah Palin.",1
1256,5049,3KVQ0UJWPWK4DJ280VQ61RYBS4YW5A,2.0,1.8,4.6,10,62,75.0,2.3,70.0,"Thank you, Tea Party activists, Club for Growth, and RedState.",1
1257,5055,3TKXBROM5S9UJNXO0GQL1A88VUVJIC,3.6,4.2,4.2,20,104,65.0,9.0,55.0,"That also covered much of the same ground as Sinegal's, but it took 18 pages to get everything in there.",1
1258,5056,3LB1BGHFL1VANQ8YGSQSP4P5JFKTYX,4.4,5.8,3.2,15,119,63.3333333333,4.53333333333,66.6666666667,"That announcement surprised international monitors, who recommended that the government open only 5,800 voting centers.",1
1259,5057,3UV0D2KX1LIK6ECDW1XWSB6XX5EF4R,4.4,5.2,3.0,18,113,83.3333333333,3.16666666667,66.6666666667,"""That bold buckaroo with the cold green eyes."" - General Douglas MacArthur, describing his savior John Bulkeley -",1
1260,5058,32L724R85KJQ5Y0MVTV5Y6UK4T2PIJ,3.4,2.8,4.8,9,58,66.6666666667,6.8888888888899995,77.7777777778,That could provide some welcome GOTV support come Tuesday.,1
1261,5065,3IVEC1GSLOYJJH1QS95F9BRMESL1J3,4.6,5.8,4.4,28,156,69.6428571429,6.32142857143,60.714285714300004,That got us thinking because a default criticism of solar power has been to attack the amount of land it requires relative to nuclear or fossil fuel plants.,1
1262,5070,3D4BBDG7ZGVSL69Z5L2CA0TOMSQC3S,4.8,5.2,4.2,13,80,57.6923076923,2.07692307692,53.8461538462,"That is, her ascension was attributed to her gender rather than her achievement.",1
1263,5075,3X2LT8FDHVHN01LAYTX9DB82UUZW8C,3.4,3.0,4.6,16,97,50.0,3.4375,68.75,That kind of cutting-edge idea seems like it would be exactly what Michael Jackson would embrace.,1
1264,5076,3P7RGTLO6DCAOPK86DYKLRK2XBRKA9,5.6,5.4,5.4,25,136,66.0,4.8,60.0,That level of engagement will directly map to reduction in piracy as consumers will pay for this experience and wont be able to copy it.,1
1265,5081,3SZYX62S5FZPN417SNIU9BZUZDQ75K,4.6,4.8,4.6,15,100,86.6666666667,6.666666666669999,66.6666666667,That move raises huge questions about plans to provide security for the additional polling stations.,1
1266,5085,3W0XM68YZOUEU178AU5RAQRZTHL1K2,4.8,5.0,3.8,11,66,77.27272727270001,6.181818181819999,81.8181818182,That's a big gesture showing Yahoo is confident of future success.,1
1267,5086,3PEG1BH7ADQF7ZP0CRYGG248FTCKB4,4.4,5.6,4.0,8,60,81.25,1.375,75.0,That's according to Madoff's testimony to SEC investigators.,1
1268,5087,3MD8CKRQZYM7CM07Q3KUF29ZIQERJO,2.4,2.8,3.8,11,57,77.27272727270001,7.454545454550001,63.636363636400006,That's a clear signal that this is not about health care.,1
1269,5088,3E6L1VR4XVLYL1GRFPQBP9QBTWKF6C,3.6,3.8,3.8,7,46,50.0,2.85714285714,71.4285714286,That's actually higher than they rate Hoffman.,1
1270,5089,31J7RYECZKPPE7PQVUHSPQ4EIHQ1L5,1.2,3.8,3.8,6,34,75.0,5.16666666667,66.6666666667,That's a little bigger than Texas!,1
1271,5091,3XU80RHWHYFA8YFOCK1D17968F544S,4.2,4.4,2.8,18,117,72.2222222222,3.22222222222,55.5555555556,"That's also nearly equivalent to four 13.3"" MacBook screens (1280x800) in a single display (compare the photo below).",1
1272,5093,3CMV9YRYP20W9O5ULJNYTQ00CYPJLQ,1.4,3.2,4.6,6,31,91.6666666667,2.5,50.0,That's a wrap for another week!,1
1273,5094,3PMR2DOWON0S4HJOQPKN6ZFK8B045X,3.8,5.8,3.8,34,214,64.7058823529,3.4705882352900006,67.6470588235,"That's because although Obama, Pelosi, and Reid say it would merely create a competitor for private insurance and bring down costs, a public option would actually cause the collapse of the private insurance market.",1
1274,5095,32W3UF2EZNKD32S35Z7VK5LU0SMC4D,4.4,5.6,3.6,54,326,83.3333333333,4.55555555556,72.2222222222,"That Scozzafava is liberal to moderate on some issues -- same sex marriage, abortion rights -- has angered many in the Republican base, and Hoffman has benefited from that outrage, drawing the endorsements of such GOP stars as former Alaska Gov. Sarah Palin, Minnesota Gov. Tim Pawlenty and former New York Gov. George Pataki.",1
1275,5097,30IRMPJWDYI2N66P8OK6GH9CXFERKN,2.4,3.4,2.4,4,24,75.0,2.0,75.0,That's his whole column.,1
1276,5099,3MWOYZD5WUN0YZZCD9VIEELBGNZONG,4.4,3.2,2.4,6,36,50.0,7.666666666669999,66.6666666667,That should have settled the matter.,1
1277,5102,306W7JMRYXXVCYNZ321DQXVHKTHB8B,3.6,5.0,5.8,36,218,76.3888888889,2.6111111111099996,72.2222222222,"That's less than the pro tennis player Serena Williams (three times) and as often as a Jeremiah Wright, who CBS News says isn't the preacher whose fiery sermon caused Mr. Obama trouble during the presidential campaign.",1
1278,5110,3KTCJ4SCVF09KP7BV6I7P3J3IMG1M7,1.8,2.6,5.6,11,51,72.72727272729999,3.0,45.4545454545,That's what the other 364 days of the year are for!,1
1279,5113,3MDWE879UG1VQ3698U7RQTQS4ZZB90,4.6,5.8,4.0,13,93,69.2307692308,3.15384615385,84.6153846154,That's why it's important to compare solar's land requirements with other American practices.,1
1280,5114,3ZUE82NE090LPFZF84N99NM2ZRAF8Y,3.6,3.4,4.2,10,63,75.0,4.5,80.0,That's why the number of conservative elected women is abysmal.,1
1281,5118,3TKSOBLOHKFEEWL66ELNHZLISZ2BBA,6.2,3.2,6.4,9,44,83.3333333333,4.88888888889,44.4444444444,"That was a bit of a digression, but salient.",1
1282,5119,3OB6JN3A9POXDU6ST0XMVU1GMK9RMS,3.8,3.6,4.6,4,15,75.0,5.25,50.0,That was a lie.,1
1283,5122,3M7OI89LVXNRIPWHON0AH358WJSC6Y,2.0,3.6,5.2,10,45,60.0,9.6,50.0,That was the huge thing that made me do this.,1
1284,5125,351S7I5UG8VMXO8FXW3D6I4PHTPJNS,2.6,5.4,2.8,13,89,61.5384615385,3.30769230769,76.9230769231,"That would be his MatthewEbel.net site, where he offers a $5/month subscription offering.",1
1285,5126,3ZXV7Q5FJANN1IPSPG3EB9ILPIVFC4,6.2,7.0,2.4,23,157,82.6086956522,4.34782608696,60.869565217399995,The 154-foot solid rocket motor produced heat two-thirds the temperature of the sun and its 12-foot-diameter cylinder delivered 3.6 million pounds of thrust.,1
1286,5128,3BKZLF990YYXVAG6ZOWXKZEIZ8LYQO,3.8,5.6,4.0,33,193,65.15151515149999,4.36363636364,63.636363636400006,"The 1,600 people in Ontario who build Town Cars and Grand Marquis are understandably unhappy about word that Ford intends to shutter the plant, but the Panther has cheated death more than once.",1
1287,5129,3L84EBDQ361G02TUI4B9F5NY2NLKKO,5.4,6.8,2.8,39,193,80.7692307692,2.84615384615,51.2820512821,"The $1699 iMac comes equipped with a dual core 3.06GHz Core 2 Duo E7600 processor with 3MB of L2 cache, with the upgrade option of a 3.33GHz Core 2 Duo E8600 with 6MB of L2 cache for $200 more.",1
1288,5134,3GONHBMNHUX6FLSJ3HRZHX3FV1TMZH,5.8,6.2,4.8,36,203,79.1666666667,6.166666666669999,58.3333333333,"The 2017 budget deficit or the potential economic impact of a manufacturing plant closure in Georgia is not the kind of thing a lieutenant, captain, or major serving in the field is going to think about.",1
1289,5135,36JW4WBR05JEIQ08B8HFM0F12A0FHD,4.4,5.6,1.8,23,141,76.0869565217,4.260869565219999,73.9130434783,"The 21.5"" iMac doesn't support video input and provides simpler NVIDIA GeForce 9400M graphics, the same as Apple's MacBook line and Mac mini.",1
1290,5136,360ZO6N6J0IR9UA6ZJX0491MGY3M90,4.8,5.8,2.4,22,136,84.0909090909,2.8181818181800002,59.0909090909,"The 327-foot-tall rocket is one of the largest processed in the bay, rivaling the height of the Apollo Program's 364-foot-tall Saturn V.",1
1291,5137,39I4RL8QGIG4KA3JRRLWVWIADKR4HE,4.8,6.0,2.0,11,68,72.72727272729999,4.36363636364,63.636363636400006,The 3% discount coupon is automatically embedded in the links above.,1
1292,5138,35U0MRQMUI6D648LF0H9OVFO2Q1OVX,4.2,6.2,1.4,22,137,68.1818181818,5.18181818182,68.1818181818,"The 3% discount is reflected as ""Instant Discount(s)"" during checkout at ClubMac, after the items have been placed in your shopping cart.",1
1293,5140,3R0WOCG21L8MPSSWK1TOHF16K5LUDH,4.8,5.4,2.6,25,143,68.0,5.64,56.0,"The 60 reservists aboard were brought in to help with tours, provide security, and keep the new ship shining during its appearance in New York.",1
1294,5151,341YLJU21HYUDRZGTVKT2TMRTJAI2P,3.8,6.2,3.0,21,139,64.2857142857,3.04761904762,71.4285714286,"The ""Affordable Health Care for America Act"" (HR 3962) is so comprehensive that it even micromanages restaurant menus and vending machines.",1
1295,5153,375VSR8FVV8XC15B8PNG3WXP1ORRZ9,4.8,5.4,4.2,22,135,77.27272727270001,4.81818181818,63.636363636400006,The agency's inspector general's office has just released documents that were part of its probe into its failures on the Madoff affair.,1
1296,5161,3CKVGCS3PF4CBVZYJKATN7ZZ5JRS06,4.6,4.8,6.6,8,47,62.5,5.0,87.5,The American people do not need more symbolism.,1
1297,5162,34R3P23QHR0GTCM31XRFQO11XDPWHR,2.8,1.8,4.6,7,39,57.1428571429,4.28571428571,57.1428571429,The American people realize this is it.,1
1298,5165,30IRMPJWDYI2N66P8OK6GH9CXFFKRH,3.6,3.4,5.4,18,107,72.2222222222,5.55555555556,61.111111111099994,"The amount of land required to generate electricity for the nation does sound like an awful lot, sometimes.",1
1299,5166,3RWO3EJELG8F5S4ONMAZ67DYNRQP1Q,3.4,4.4,3.6,48,250,70.8333333333,6.083333333330001,56.25,* The amusing thing about the right's claim that Bill Ayers and Jeremiah Wright visited the White House is that officials made it clear on the very first page of the document dump - even before the names! - that the duo weren't who they seemed to be.,1
1300,5168,3GVPRXWRPGT1ZSWMZ71OYK3Z4ZW7IU,3.4,4.2,4.4,36,196,69.44444444439999,4.44444444444,58.3333333333,"The answer includes an ambitious list of ways, including using your notebook to record prices for future comparison - is the sale in front of you really a sale or just money off an inflated price?",1
1301,5171,3HXCEECSQLS692HXMKFABSQM4B6YZI,2.2,4.4,4.0,8,37,62.5,3.875,75.0,The App Store is where the action is.,1
1302,5174,3ZXV7Q5FJANN1IPSPG3EB9ILPIVCF1,5.2,6.4,3.2,33,194,84.84848484850001,4.75757575758,63.636363636400006,"The Ares first stage five-segment development motor is 154 feet in length, and generates a maximum of 3.6 million lbs of thrust, 24 percent more power than one twin Shuttle solid rocket booster.",1
1303,5177,3DGDV62G7N8MUDMK6QADBQN3FX4P27,3.8,5.6,3.4,29,184,72.4137931034,5.44827586207,58.6206896552,"The assignment initially went to the center in Indiana but when not enough people volunteered, the supervisors there decided to open up the assignment to reservists around the country.",1
1304,5179,3VGZ74AYTFFTFILN009WTUIXQXVCG0,5.4,5.8,4.6,20,123,72.5,4.2,65.0,"The Aug. 20 national elections required months of advance planning, and the outcome was still marred by violence and fraud.",1
1305,5181,341H3G5YFZD9C7LCEC41J0W2SYRZ0I,4.0,4.8,3.4,6,44,83.3333333333,3.83333333333,66.6666666667,The authors report no financial disclosures.,1
1306,5182,38XPGNCKHSZ92BY3WG20AX9JLZ2V4V,1.8,1.8,6.0,3,13,100.0,5.666666666669999,66.6666666667,The bad news?,1
1307,5186,33CLA8O0MHAR7KEB7DT904H7PJYFRA,5.4,5.6,1.6,23,123,80.4347826087,4.739130434780001,47.8260869565,The base model ships with 4GB of 1066MHz PC-8500 DDR3 RAM and supplies 4 memory slots capable of expanding that up to 16GB.,1
1308,5188,3MVY4USGB5MNIQGENAZZTBZVRD9SI2,5.8,5.6,3.6,23,159,80.4347826087,3.7391304347800003,56.5217391304,"The BBC/Nutt option - contracting out important decisions to ""experts"" - has been the justification for every dictatorship in history, from Bonaparte's onward.",1
1309,5192,3EKZL9T8Y7L7FEGYK6REEUUY5X8CHZ,4.8,4.8,3.8,44,239,68.1818181818,7.0,56.818181818199996,"""The best way to get a sense of what Speaker Pelosi's takeover of health care looks like is to actually look at it. Just shy of 2,000 pages, it runs more than 620 pages longer than the government-run plan Hillary Clinton proposed in 1993.""",1
1310,5193,3ZXNP4Z39QK3PT4SKAY1Q0VRL3Q7L8,5.8,4.8,3.4,35,200,75.7142857143,4.17142857143,48.571428571400006,"The biggest feature of the new iMac is its massive screen, which jumps from the previous high end of 24"" to 27"" and delivers nearly the resolution (2560x1440) of the 30"" Cinema Display HD (2560x1600).",1
